"name","Number of reviewers","Overall score","Cleanliness","Comfort","Facilities","Staff","Value for money","Free WiFi_10","Location","good Fitness Center","Daily Housekeeping","Heating","Free Parking","Airport Shuttle (free)","Private Parking","Spa","On-site Parking","Fitness Center","Room Service","Family Rooms","Parking","Airport Shuttle","Air Conditioning","Free WiFi_26","Laundry","Water Park","Pet Friendly","Outdoor Pool","Indoor Pool","Elevator","Garden","Facilities for Disabled Guests","Bar","Beach nearby","wonderful Fitness Center","Beachfront","Non-smoking Rooms","Terrace","Swimming Pool","very good Fitness Center","Restaurant","Private Beach Area","exceptional Fitness Center","24-Hour Front Desk","WiFi","BBQ Facilities","Dist","zip_id"
"Hollywood Tower Apartel","24","8.1","8.1","8.2","7.6","7.9","8.2","10","8.5","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(5 miles from center)",6
"Spotless Apartment in Santa Monica Beach 3","10","8.9","9.5","9.3","9.3","8.3","8.3","8.8","7","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","(14.3 miles from center)",39
"Sunset Hilltop","6","8.8","8.3","8.8","8.3","9.2","8.8","9.2","3","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(2.4 miles from center)",31
"FANTASTIC HOUSE IN SANTA MONICA BEACH 10","9","8.8","9.2","9.2","8.9","8.9","7.5","9.2","7","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","(14.3 miles from center)",39
"Perfect Chill in Hollywood","8","7.8","8.1","7.8","7.5","7.8","7.5","8.1","4","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Mama Shelter Los Angeles","763","8.7","9.1","8.7","8.6","9.1","7.8","9","8.8","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","(5.6 miles from center)",6
"Magic Castle Hotel","435","9.0","8.8","8.7","8.7","9.8","8.6","8.9","9.6","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Farmer's Daughter Hotel","569","8.7","9","8.7","8.6","8.9","7.6","8.5","9.3","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","(6.8 miles from center)",15
"Crescent Hotel","319","8.4","8.7","7.9","7.8","9","7.7","7.8","9.4","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","(8.7 miles from center)",20
"Hollywood Walk of Fame!","85","8.2","7.9","7.8","7.7","8.9","7.9","7.2","9","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Bel Air Luxury Living","10","8.8","9.5","8.8","9","7.5","8.8","8.9","4","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","(12.4 miles from center)",55
"BRILLIANT HOME IN SANTA MONICA BEACH *23","10","9.3","9.3","9.3","9.5","9.5","8.8","7.5","9.3","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","(14.3 miles from center)",39
"Boutique Hollywood","92","8.4","8.6","8.6","8.7","7.7","8.5","6.5","8.4","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(4.3 miles from center)",2
"The Deluxe Oasis Apartment","13","9.5","9.4","9.8","10","10","9.4","10","8.5","0","0","0","0","0","1","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(5 miles from center)",6
"Premier Suites","15","9.0","9.8","9.7","9.3","8.5","8.2","7.5","8.5","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(800 feet from center)",11
"Hollywood Sign View 5","53","8.5","8","8.6","8.7","8.1","8.7","9.5","8.6","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","(5 miles from center)",6
"VE Venice Guest House","8","9.2","9.4","9.1","9.7","9.4","8.8","10","8.8","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","(12.4 miles from center)",1
"Best Western Burbank Airport Inn","553","8.3","8.7","8.6","8.3","8.8","8.2","8.7","7.1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","(13 miles from center)",61
"Double Suite in Santa Monica","7","10","10","10","10","10","9.7","10","7","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","(13.7 miles from center)",23
"Orange Drive Hostel","412","8.5","8.6","8","8","9","8.2","8.3","9.4","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","(6.2 miles from center)",6
"Palihouse Santa Monica","221","8.8","9.1","9","8.5","9","7.8","8.8","9.3","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","(14.9 miles from center)",23
"Super 8 by Wyndham Los Angeles-Culver City Area","498","8.3","8.8","8.5","8.3","8.5","7.8","8.6","8.1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(11.2 miles from center)",49
"Gorgeous Bungalow walk to Universal Studios, Hollywood","40","9.5","9.7","9.4","9.5","9.5","9.5","10","9.8","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(8.7 miles from center)",14
"Ambrose Hotel","381","8.6","9.2","8.9","8.5","8.8","7.5","8.6","8.3","0","0","0","0","0","0","0","1","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","(13.7 miles from center)",54
"Dresden B & B","72","9.2","9.5","9.1","9","9.7","8.7","9.6","9.5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","(6.8 miles from center)",42
"Sheraton Grand Los Angeles","700","8.5","8.9","8.9","8.6","8.5","7.5","5.9","8.8","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","(0.9 miles from center)",50
"Hollywood 4Beds Los Angeles #1 Pool","39","8.2","8.1","8.2","8.2","8","7.7","8.1","8.9","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Location For Vacation Hollywood Luxury Apartment","111","8.8","9","8.9","8.9","9.2","8.5","9.2","8.5","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(4.3 miles from center)",2
"Inn at Playa del Rey","148","9.2","9.4","9.4","9.3","9.7","8.4","8.8","8.8","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","(13 miles from center)",60
"Downtown LA Live Suites","118","7.7","7.7","7.7","8","7.6","7.3","8.8","7.7","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.1 miles from center)",50
"Upscale 2Bed 2Bath & Gated Parking","26","8.9","8.9","8.9","9.1","9.3","8.3","10","9","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","(5.6 miles from center)",44
"Apartment North Mansfield Ave","128","8.4","8.3","8.4","8.2","8.5","8","8.5","9.1","0","0","0","0","0","1","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Luxury Suite in The Heart of Hollywood","8","9.1","9.7","9.4","9.1","8.8","8.8","9.1","6","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.8 miles from center)",42
"Best Western Plus Dragon Gate Inn","565","8.0","8.5","8.1","7.9","8.3","7.5","7.9","7.8","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(0.8 miles from center)",11
"Grand Suites","13","9.3","9.2","9.8","9.8","9.6","8.5","10","8.7","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1,000 feet from center)",11
"The Rose Hotel","270","8.9","9.4","8.6","8.5","9.6","7.8","9.2","9.6","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(13.7 miles from center)",1
"NEW Apartment near Staples Center","16","8.8","8.9","9.1","8.6","8.8","8.8","10","8.8","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.1 miles from center)",50
"Popular Studio luxury Private apartment in Downtown Los Angeles","6","8.3","9.2","8.3","8.3","8.8","7.9","7.5","4","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(0.8 miles from center)",33
"Arroyo Vista Inn","63","8.9","9","9.1","8.6","8.9","8.6","9.2","9","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(5.6 miles from center)",22
"Private Bedroom with Bathroom in Shared 2 Bedroom Apartment","18","9.0","9","9.2","9.2","9.5","8.1","8.8","8.9","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(11.8 miles from center)",9
"The Garland","638","8.7","9.1","8.9","8.8","8.8","7.7","8.3","8.7","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(9.3 miles from center)",46
"The Hollywood Style Apartment","17","8.3","8.1","7.8","8.4","8.8","7.8","5","9","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Omni Los Angeles Hotel California Plaza","463","8.6","9","8.9","8.7","8.8","7.6","5.2","8.6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","(2,150 feet from center)",11
"Hostel California","67","8.5","8.4","8.4","8.5","8.1","8.3","6.7","9.2","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Holiday Inn Express West Los Angeles","96","8.1","8.6","8.3","7.7","8.9","7.1","8.4","7.8","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","(11.2 miles from center)",17
"Mosaic Hotel","98","8.4","8.7","8.4","8.2","8.6","7.4","8.7","8.9","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(9.3 miles from center)",5
"Popular Downtown LA Platinum Resort Style Suite","17","8.1","7.7","8.4","8.1","8.4","8","8.4","7","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(0.8 miles from center)",11
"Carlyle Inn","366","7.9","8.3","8","7.6","8.7","7.2","8.3","7.8","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","(8.1 miles from center)",26
"Encore Motel","812","7.8","7.9","7.9","7.5","7.9","7.5","8.1","7.9","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","(11.8 miles from center)",1
"Hollywood Retreat","6","9.2","9.6","9.2","8.8","9.2","9.2","9.2","4","0","0","0","0","0","1","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(5 miles from center)",6
"Superior Suites","9","8.5","8.3","8.3","8.9","8.1","8.3","9.2","3","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1,000 feet from center)",11
"Knights Inn Los Angeles Central / Convention Center Area","824","7.6","7.8","7.5","7.3","8.3","7.6","7.7","7.3","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","(1.1 miles from center)",31
"Heart of Hollywood","11","8.2","8.6","8","7.7","8.6","7.1","7.5","8.9","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Urban Downtown LA City View Penthouse","5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","4","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(1.3 miles from center)",25
"The Palazzo Communities by Synergy","13","7.9","8.5","7.9","7.9","7.5","7.1","10","8.7","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",15
"Courtyard by Marriott Los Angeles LAX / Century Boulevard","1,330","8.2","8.6","8.4","8","8.4","7.5","8.4","8.5","1","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(11.2 miles from center)",8
"Banana Bungalow","700","7.9","7.5","7.3","7.8","8.1","7.9","7.6","8.5","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","(5 miles from center)",6
"Beverly Hills / Cedars Sinai","11","8.0","7.3","8","7.7","8.5","7.5","8.3","8.9","0","0","0","1","0","0","0","0","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(7.5 miles from center)",3
"Gorgeous and Renovated Apartment Near Hollywood Blvd","10","8.0","7.8","8","8","8.5","7.8","7.8","4","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Beverly Hills Spanish Apartment","33","8.5","8.6","8.5","8.1","8.4","8.5","10","9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","(9.3 miles from center)",20
"LA Villa close to Little Tokyo","20","8.5","8.4","8.6","8.5","8.8","8.4","10","8.3","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","(1.3 miles from center)",36
"WeHo Bungalow with Private Garden","16","9.7","9.7","10","10","10","9.1","10","9.5","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(6.2 miles from center)",42
"Comfort Suites","16","8.7","9.4","8.9","8.9","8.6","7.8","10","8.3","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1,000 feet from center)",11
"Rodeway Inn Hollywood","1,099","7.9","8.1","8.1","7.5","8.1","7.7","8.4","7.8","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(5 miles from center)",44
"Big & Beautiful 3Bedroom Apt in Marina Del Rey","6","7.3","7.5","7.1","7.9","6.7","7.1","7.5","3","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(11.8 miles from center)",9
"Westwood Apartment 409W","5","8.6","8.5","9","8.5","9","8.5","8","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(11.2 miles from center)",19
"East West Comfort: Downtown LA Inspiring Apartment","5","8.8","9","8","9.5","9","7.5","9.5","3","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(0.8 miles from center)",11
"Downtown Juno Apartment","10","7.6","7.8","8","8.3","7.5","7","10","7.3","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",50
"Wilshire Experience Apartment","35","8.0","8.2","8.3","8.3","7.9","7.2","7.5","8.2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",50
"Palihouse West Hollywood","86","8.7","8.7","8.8","8.7","8.6","8.2","9","8.9","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","(7.5 miles from center)",12
"Downtown LA 5 Beds Penthouse Pool","7","7.9","8.2","8.2","8.6","7.2","6.8","8.2","3","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",50
"Hollywood Hills Spanish","16","9.0","9.4","9.4","9.1","8.1","8.6","9.7","10","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","(6.2 miles from center)",14
"Republic Inn / Hollywood","28","9.4","9.5","9","9.4","9.6","9.5","10","9.3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","(5 miles from center)",6
"Samesun Venice Beach","1,310","8.1","7.9","7.6","7.7","8.6","7.6","8.3","9.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","1","0","0","(13.7 miles from center)",1
"Elan Hotel","229","8.8","9.3","8.8","8.6","9.1","8.1","9.1","8.7","0","0","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(7.5 miles from center)",3
"Brentwood Inn","30","8.7","9.2","9","8.5","9.4","7.9","10","8.5","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","(13 miles from center)",55
"Luxury 2-Bedroom, 2-Bathroom w Pool","43","8.7","8.8","8.8","8.7","8.3","8.4","10","9","0","0","0","1","0","0","0","0","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Beverly Hills Guest House","49","8.4","8.3","8","7.9","8.7","7.8","8","9.5","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(9.3 miles from center)",20
"PodShare Los Feliz","100","8.2","8.2","8.1","8.1","8.7","7.8","9.1","8","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(3.7 miles from center)",37
"Ginosi Downtown Apartel","79","7.7","8.1","8","7.9","7.1","7.3","9","7.9","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.1 miles from center)",50
"Living the Dream in Hollywood","11","8.2","7.1","8.6","8.2","8","8.2","7.5","9.3","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Shelter Hotel Los Angeles","100","8.1","8.3","8.2","7.6","8.4","7.7","8.3","8.3","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","(3.1 miles from center)",45
"Brentwood Family home","5","8.1","7.5","8.5","7.5","8","8","9","3","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(13.7 miles from center)",55
"Los Angeles RoomRentals near USC","153","7.8","8.5","7.8","8","7.2","8","8.1","7.2","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(3.1 miles from center)",34
"Best Western Hollywood Plaza Inn","999","8.0","8.3","7.7","7.5","8.3","7.2","8.8","8.7","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.2 miles from center)",14
"Hollywood Shine B&B","85","8.4","8.8","8","7.7","8.6","8.5","9.2","9.2","0","0","0","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(6.2 miles from center)",6
"Bungalows at Marina del Rey/ Venice Beach","109","8.8","8.9","8.7","8.8","9.3","8.2","8.5","8.6","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","(11.8 miles from center)",49
"Melrose Apartment # 18","9","8.3","8.6","8.6","8.3","8.1","7.8","5","8.6","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(7.5 miles from center)",12
"Comfort Inn Los Angeles near Hollywood","391","8.0","8.6","8.3","7.9","8","7.7","8.5","7.9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(2.5 miles from center)",31
"Downtown Los Angeles 5bed Splendid","9","7.9","8.9","8.3","8.3","7","7.2","7.8","5","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(1.3 miles from center)",50
"Wilshire Getaway Apartment","32","8.0","8.1","8","8.2","8.2","7.1","5.8","8.3","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(1.2 miles from center)",50
"Urban Hollywood Glamour Suite","42","8.3","8.1","8.3","8.2","8.3","8","9.5","9.1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(5.6 miles from center)",6
"Comfort Inn & Suites Near Universal - North Hollywood – Burbank","201","8.3","8.9","8.6","8.4","8.8","7.7","8.6","7.7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","(11.8 miles from center)",21
"West Hollywood Guesthouse","25","8.6","8.6","8.3","8.2","8.9","8.5","8.8","9","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","(6.8 miles from center)",42
"LA LAX Teresa B&B","131","9.0","9.5","8.9","8.7","9.2","8.5","9","9.2","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","(10.6 miles from center)",8
"Unique house next tothe beach-Venice Beach-MDR","8","8.6","8.8","8.8","8.8","8.5","7.5","9.4","4","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","(13 miles from center)",9
"Downtown Mansion Hostel","31","8.8","8.5","8.8","8.6","9.3","8.8","10","8.6","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","(2.5 miles from center)",51
"Royal Pagoda Motel","1,100","7.6","7.7","7.4","7.2","8","7.3","7.8","7.9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","(1.1 miles from center)",11
"Bel Air Villa","34","8.2","8.7","8.2","7.6","8.6","7.4","9.2","8.5","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(11.8 miles from center)",48
"Pelham Apartment 8","21","7.8","8.1","8.2","7.8","7.2","7","7.5","8.3","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","(10.6 miles from center)",17
"Palihotel Melrose","226","8.2","8.7","8.1","7.7","8.6","7.3","9","8.9","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","(6.8 miles from center)",42
